,Iteration,Log mean,Log std.,ID 1,ID 2
0,500,2.6860178608250584,0.1296263497984441,-0.13079124715481955,0.2045951094404311
1,501,2.6403474849641526,0.11804921314005067,0.7229105955201255,-1.0545531903758816
2,502,2.663926057469564,0.08118254501877523,0.7292093541218319,0.6872654861270827
3,503,2.64609507600662,0.10511388265760149,1.0839232199332975,0.43391236447461623
4,504,2.6657124681461064,0.09528930176796291,1.6012074932670735,1.0493878030058847
5,505,2.6669480699271593,0.12030780852356569,-1.0362650495044234,-0.5189320579946914
6,506,2.6964017358935166,0.0823488032890673,0.00548793138478481,-2.058349575816629
7,507,2.6841293569735765,0.07791803381522706,0.44258439475722494,-3.514360427391377
8,508,2.644769096098673,0.09935911379092716,0.4773425015849637,0.17004412082018885
9,509,2.7006642042116877,0.08822363278847806,0.9250237513056058,-1.415888860309607
10,510,2.6386225391117786,0.07092886552304187,-0.29172641010049005,-0.22610889504662254
11,511,2.696301714692124,0.09049698214950799,1.7281148377615134,-0.04722788622439021
12,512,2.6881636517506666,0.11535271849911136,0.6408496995151314,-0.26035585361404756
13,513,2.642273780222557,0.11350774658741207,0.5253916567579904,-0.6739525383341458
14,514,2.659838899304065,0.08987747161434576,1.4582281596254556,0.07076682747249388
15,515,2.6852180933064553,0.1090497786025909,1.0791079269460468,0.20939858210870543
16,516,2.656968135786378,0.11948956204880071,1.306740867250082,-0.5105045399192353
17,517,2.6698160500115833,0.0816725636084537,1.4658573291699641,0.3611580921606759
18,518,2.6368399022996525,0.11015554730888853,2.179613905246869,0.3388718191774559
19,519,2.6971232245418086,0.08794444970126367,-0.6490353750557324,-1.3996761748980209
20,520,2.674792274210079,0.11784490699560415,0.28076144395181335,-0.6900086438810533
21,521,2.6354370389099757,0.09253521783519414,0.8100838747853913,0.8376517016055242
22,522,2.69391615427989,0.10910038641077512,0.9871816461468323,-0.6779277428697558
23,523,2.6386546825528634,0.07761907214292005,0.023344294590424836,0.29777988846361103
24,524,2.683187345531096,0.09436709181665295,1.8392821628362312,-1.6808796773752364
25,525,2.6391476176075264,0.08917262868183501,-2.03221796284974,-0.13793309279593113
26,526,2.6942515164521015,0.07396645042682898,1.4016250610938585,-1.382248045398054
27,527,2.6835200784504045,0.09154350308438823,1.4075066856167653,-0.9383463068425858
28,528,2.636004387245098,0.10068957302276667,0.3964978294517115,0.02642360340634848
29,529,2.6652066631542266,0.08045481506334495,0.699709952597297,0.05735529708637892
30,530,2.654352972434203,0.11111890304802303,1.026817007216723,0.12913163552845558
31,531,2.663007659879296,0.09614131129767768,0.685505717974834,-0.13891704397215046
32,532,2.6619912574645146,0.09725254831094272,1.1471159263183366,-0.2622344109416957
33,533,2.6625310634003987,0.10532208664673649,-0.2554548789408304,0.1013185306070891
34,534,2.650949875204894,0.1084322735032554,2.3107227911409742,-0.29013084146297763
