INR,VKORC1 G alleles,CYP2C9 1 alleles,CYP2C9 2 alleles,Age,Dose
1.7102102,0.5,0.5,0.5,50.0,26.5
1.7167168,0.5,0.5,0.5,50.0,26.5
1.7232232,0.5,0.5,0.5,50.0,26.5
1.7297298,0.5,0.5,0.5,50.0,26.5
1.7362362,0.5,0.5,0.5,50.0,26.5
1.7427428,0.5,0.5,0.5,50.0,26.5
1.7492492,0.5,0.5,0.5,50.0,26.5
1.7557558,0.5,0.5,0.5,50.0,26.5
1.7622622,0.5,0.5,0.5,50.0,26.5
1.7687688,0.5,0.5,0.5,50.0,26.5
1.7752752,0.5,0.5,0.5,50.0,26.5
1.7817818,0.5,0.5,0.5,50.0,3.0
1.7882882,0.5,0.5,0.5,50.0,3.0
1.7947948,0.5,0.5,0.5,50.0,3.0
1.8013014,0.5,0.5,0.5,50.0,3.0
1.8078078,0.5,0.5,0.5,50.0,3.0
1.8143144,0.5,0.5,0.5,50.0,3.0
1.8208208,0.5,0.5,0.5,50.0,3.0
1.8273274,0.5,0.5,0.5,50.0,3.0
1.8338338,0.5,0.5,0.5,50.0,3.0
1.8403404,0.5,0.5,0.5,50.0,3.0
1.8468468,0.5,0.5,0.5,50.0,3.0
1.8533534,0.5,0.5,0.5,50.0,3.0
1.8598598,0.5,0.5,0.5,50.0,3.0
1.8663664,0.5,0.5,0.5,50.0,3.0
1.8728728,0.5,0.5,0.5,50.0,3.0
1.8793794,0.5,0.5,0.5,50.0,3.0
1.8858858,0.5,0.5,0.5,50.0,3.0
1.8923924,0.5,0.5,0.5,50.0,3.0
1.8988988,0.5,0.5,0.5,50.0,3.0
1.9054054,0.5,0.5,0.5,50.0,3.0
1.911912,0.5,0.5,0.5,50.0,3.0
1.9184184,0.5,0.5,0.5,50.0,3.0
1.924925,0.5,0.5,0.5,50.0,3.0
1.9314314,0.5,0.5,0.5,50.0,3.0
1.937938,0.5,0.5,0.5,50.0,3.0
1.9444444,0.5,0.5,0.5,50.0,3.0
1.950951,0.5,0.5,0.5,50.0,3.0
1.9574574,0.5,0.5,0.5,50.0,3.0
1.963964,0.5,0.5,0.5,50.0,3.0
1.9704704,0.5,0.5,0.5,50.0,3.0
1.976977,0.5,0.5,0.5,50.0,3.0
1.9834834,0.5,0.5,0.5,50.0,3.0
1.98999,0.5,0.5,0.5,50.0,3.0
1.9964964,0.5,0.5,0.5,50.0,3.0
2.0030031,0.5,0.5,0.5,50.0,3.0
2.0095096,0.5,0.5,0.5,50.0,3.0
2.016016,0.5,0.5,0.5,50.0,3.0
2.0225224,0.5,0.5,0.5,50.0,3.0
2.0290291,0.5,0.5,0.5,50.0,3.0
2.0355356,0.5,0.5,0.5,50.0,3.0
2.042042,0.5,0.5,0.5,50.0,3.0
2.0485485,0.5,0.5,0.5,50.0,3.0
2.0550551,0.5,0.5,0.5,50.0,3.0
2.0615616,0.5,0.5,0.5,50.0,3.0
2.068068,0.5,0.5,0.5,50.0,3.0
2.0745745,0.5,0.5,0.5,50.0,3.0
2.0810812,0.5,0.5,0.5,50.0,3.0
2.0875876,0.5,0.5,0.5,50.0,3.0
2.094094,0.5,0.5,0.5,50.0,3.0
2.1006007,0.5,0.5,0.5,50.0,3.0
2.1071072,0.5,0.5,0.5,50.0,3.0
2.1136136,0.5,0.5,0.5,50.0,3.0
2.12012,0.5,0.5,0.5,50.0,3.0
2.1266267,0.5,0.5,0.5,50.0,3.0
2.1331332,0.5,0.5,0.5,50.0,3.0
2.1396396,0.5,0.5,0.5,50.0,3.0
2.146146,0.5,0.5,0.5,50.0,3.0
2.1526527,0.5,0.5,0.5,50.0,3.0
2.1591592,0.5,0.5,0.5,50.0,3.0
2.1656656,0.5,0.5,0.5,50.0,3.0
2.172172,0.5,0.5,0.5,50.0,3.0
2.1786788,0.5,0.5,0.5,50.0,3.0
2.1851852,0.5,0.5,0.5,50.0,3.0
2.1916916,0.5,0.5,0.5,50.0,3.0
2.198198,0.5,0.5,0.5,50.0,3.0
2.2047048,0.5,0.5,0.5,50.0,3.0
2.2112112,0.5,0.5,0.5,50.0,3.0
2.2177176,0.5,0.5,0.5,50.0,3.0
2.2242243,0.5,0.5,0.5,50.0,3.0
2.2307308,0.5,0.5,0.5,50.0,3.0
2.2372372,0.5,0.5,0.5,50.0,3.0
2.2437437,0.5,0.5,0.5,50.0,3.0
2.2502503,0.5,0.5,0.5,50.0,3.0
2.2567568,0.5,0.5,0.5,50.0,3.0
2.2632632,0.5,0.5,0.5,50.0,3.0
2.2697697,0.5,0.5,0.5,50.0,3.0
2.2762764,0.5,0.5,0.5,50.0,3.0
2.2827828,0.5,0.5,0.5,50.0,3.0
2.2892892,0.5,0.5,0.5,50.0,3.0
2.2957957,0.5,0.5,0.5,50.0,3.0
2.3023024,0.5,0.5,0.5,50.0,3.0
2.3088088,0.5,0.5,0.5,50.0,3.0
2.3153152,0.5,0.5,0.5,50.0,3.0
2.321822,0.5,0.5,0.5,50.0,3.0
2.3283284,0.5,0.5,0.5,50.0,3.0
2.3348348,0.5,0.5,0.5,50.0,3.0
2.3413413,0.5,0.5,0.5,50.0,3.0
2.347848,0.5,0.5,0.5,50.0,3.0
2.3543544,0.5,0.5,0.5,50.0,3.0
2.3608608,0.5,0.5,0.5,50.0,3.0
2.3673673,0.5,0.5,0.5,50.0,3.0
2.373874,0.5,0.5,0.5,50.0,3.0
2.3803804,0.5,0.5,0.5,50.0,3.0
2.3868868,0.5,0.5,0.5,50.0,3.0
2.3933933,0.5,0.5,0.5,50.0,3.0
2.3999,0.5,0.5,0.5,50.0,3.0
2.4064064,0.5,0.5,0.5,50.0,3.0
2.4129128,0.5,0.5,0.5,50.0,3.0
2.4194195,0.5,0.5,0.5,50.0,3.0
2.425926,0.5,0.5,0.5,50.0,3.0
2.4324324,0.5,0.5,0.5,50.0,3.0
2.4389389,0.5,0.5,0.5,50.0,3.0
2.4454455,0.5,0.5,0.5,50.0,3.0
2.451952,0.5,0.5,0.5,50.0,3.0
2.4584584,0.5,0.5,0.5,50.0,3.0
2.4649649,0.5,0.5,0.5,50.0,3.0
2.4714715,0.5,0.5,0.5,50.0,3.0
2.477978,0.5,0.5,0.5,50.0,3.0
2.4844844,0.5,0.5,0.5,50.0,3.0
2.4909909,0.5,0.5,0.5,50.0,3.0
2.4974976,0.5,0.5,0.5,50.0,3.0
2.504004,0.5,0.5,0.5,50.0,3.0
2.5105104,0.5,0.5,0.5,50.0,3.0
2.5170171,0.5,0.5,0.5,50.0,3.0
2.5235236,0.5,0.5,0.5,50.0,3.0
2.53003,0.5,0.5,0.5,50.0,3.0
2.5365365,0.5,0.5,0.5,50.0,3.0
2.5430431,0.5,0.5,0.5,50.0,3.0
2.5495496,0.5,0.5,0.5,50.0,3.0
2.556056,0.5,0.5,0.5,50.0,3.0
2.5625625,0.5,0.5,0.5,50.0,3.0
2.5690691,0.5,0.5,0.5,50.0,3.0
2.5755756,0.5,0.5,0.5,50.0,3.0
2.582082,0.5,0.5,0.5,50.0,3.0
2.5885885,0.5,0.5,0.5,50.0,3.0
2.5950952,0.5,0.5,0.5,50.0,3.0
2.6016016,0.5,0.5,0.5,50.0,3.0
2.608108,0.5,0.5,0.5,50.0,3.0
2.6146147,0.5,0.5,0.5,50.0,3.0
2.6211212,0.5,0.5,0.5,50.0,3.0
2.6276276,0.5,0.5,0.5,50.0,3.0
2.634134,0.5,0.5,0.5,50.0,3.0
2.6406407,0.5,0.5,0.5,50.0,3.0
2.6471472,0.5,0.5,0.5,50.0,3.0
2.6536536,0.5,0.5,0.5,50.0,3.0
2.66016,0.5,0.5,0.5,50.0,3.0
2.6666667,0.5,0.5,0.5,50.0,3.0
2.6731732,0.5,0.5,0.5,50.0,3.0
2.6796796,0.5,0.5,0.5,50.0,3.0
2.686186,0.5,0.5,0.5,50.0,3.0
2.6926928,0.5,0.5,0.5,50.0,3.0
2.6991992,0.5,0.5,0.5,50.0,3.0
2.7057056,0.5,0.5,0.5,50.0,3.0
2.7122123,0.5,0.5,0.5,50.0,3.0
2.7187188,0.5,0.5,0.5,50.0,3.0
2.7252252,0.5,0.5,0.5,50.0,3.0
2.7317317,0.5,0.5,0.5,50.0,3.0
2.7382383,0.5,0.5,0.5,50.0,3.0
2.7447448,0.5,0.5,0.5,50.0,3.0
2.7512512,0.5,0.5,0.5,50.0,3.0
2.7577577,0.5,0.5,0.5,50.0,3.0
2.7642643,0.5,0.5,0.5,50.0,3.0
2.7707708,0.5,0.5,0.5,50.0,3.0
2.7772772,0.5,0.5,0.5,50.0,3.0
2.7837837,0.5,0.5,0.5,50.0,3.0
2.7902904,0.5,0.5,0.5,50.0,3.0
2.7967968,0.5,0.5,0.5,50.0,3.0
2.8033032,0.5,0.5,0.5,50.0,3.0
2.80981,0.5,0.5,0.5,50.0,3.0
2.8163164,0.5,0.5,0.5,50.0,3.0
2.8228228,0.5,0.5,0.5,50.0,3.0
2.8293293,0.5,0.5,0.5,50.0,3.0
2.835836,0.5,0.5,0.5,50.0,3.0
2.8423424,0.5,0.5,0.5,50.0,3.0
2.8488488,0.5,0.5,0.5,50.0,3.0
2.8553553,0.5,0.5,0.5,50.0,3.0
2.861862,0.5,0.5,0.5,50.0,3.0
2.8683684,0.5,0.5,0.5,50.0,3.0
2.8748748,0.5,0.5,0.5,50.0,3.0
2.8813813,0.5,0.5,0.5,50.0,3.0
2.887888,0.5,0.5,0.5,50.0,3.0
2.8943944,0.5,0.5,0.5,50.0,3.0
2.9009008,0.5,0.5,0.5,50.0,3.0
2.9074075,0.5,0.5,0.5,50.0,3.0
2.913914,0.5,0.5,0.5,50.0,3.0
2.9204204,0.5,0.5,0.5,50.0,3.0
2.9269269,0.5,0.5,0.5,50.0,3.0
2.9334335,0.5,0.5,0.5,50.0,3.0
2.93994,0.5,0.5,0.5,50.0,3.0
2.9464464,0.5,0.5,0.5,50.0,3.0
2.9529529,0.5,0.5,0.5,50.0,3.0
2.9594595,0.5,0.5,0.5,50.0,3.0
2.965966,0.5,0.5,0.5,50.0,3.0
2.9724724,0.5,0.5,0.5,50.0,3.0
2.9789789,0.5,0.5,0.5,50.0,3.0
2.9854856,0.5,0.5,0.5,50.0,3.0
2.991992,0.5,0.5,0.5,50.0,3.0
2.9984984,0.5,0.5,0.5,50.0,3.0
3.0050051,0.5,0.5,0.5,50.0,3.0
3.0115116,0.5,0.5,0.5,50.0,3.0
3.018018,0.5,0.5,0.5,50.0,3.0
3.0245245,0.5,0.5,0.5,50.0,3.0
3.0310311,0.5,0.5,0.5,50.0,3.0
3.0375376,0.5,0.5,0.5,50.0,3.0
3.044044,0.5,0.5,0.5,50.0,3.0
3.0505505,0.5,0.5,0.5,50.0,3.0
3.0570571,0.5,0.5,0.5,50.0,3.0
3.0635636,0.5,0.5,0.5,50.0,3.0
3.07007,0.5,0.5,0.5,50.0,3.0
3.0765765,0.5,0.5,0.5,50.0,3.0
3.0830832,0.5,0.5,0.5,50.0,3.0
3.0895896,0.5,0.5,0.5,50.0,3.0
3.096096,0.5,0.5,0.5,50.0,3.0
3.1026027,0.5,0.5,0.5,50.0,3.0
3.1091092,0.5,0.5,0.5,50.0,3.0
3.1156156,0.5,0.5,0.5,50.0,3.0
3.122122,0.5,0.5,0.5,50.0,3.0
3.1286287,0.5,0.5,0.5,50.0,3.0
3.1351352,0.5,0.5,0.5,50.0,3.0
3.1416416,0.5,0.5,0.5,50.0,3.0
3.148148,0.5,0.5,0.5,50.0,3.0
3.1546547,0.5,0.5,0.5,50.0,0.0
3.1611612,0.5,0.5,0.5,50.0,0.0
3.1676676,0.5,0.5,0.5,50.0,0.0
3.174174,0.5,0.5,0.5,50.0,0.0
3.1806808,0.5,0.5,0.5,50.0,0.0
3.1871872,0.5,0.5,0.5,50.0,0.0
3.1936936,0.5,0.5,0.5,50.0,0.0
3.2002003,0.5,0.5,0.5,50.0,0.0
3.2067068,0.5,0.5,0.5,50.0,0.0
3.2132132,0.5,0.5,0.5,50.0,0.0
3.2197196,0.5,0.5,0.5,50.0,0.0
3.2262263,0.5,0.5,0.5,50.0,0.0
3.2327328,0.5,0.5,0.5,50.0,0.0
3.2392392,0.5,0.5,0.5,50.0,0.0
3.2457457,0.5,0.5,0.5,50.0,0.0
3.2522523,0.5,0.5,0.5,50.0,0.0
3.2587588,0.5,0.5,0.5,50.0,0.0
3.2652652,0.5,0.5,0.5,50.0,0.0
3.2717717,0.5,0.5,0.5,50.0,0.0
3.2782784,0.5,0.5,0.5,50.0,0.0
3.2847848,0.5,0.5,0.5,50.0,0.0
3.2912912,0.5,0.5,0.5,50.0,0.0
3.2977977,0.5,0.5,0.5,50.0,0.0
3.3043044,0.5,0.5,0.5,50.0,0.0
3.3108108,0.5,0.5,0.5,50.0,0.0
3.3173172,0.5,0.5,0.5,50.0,0.0
3.323824,0.5,0.5,0.5,50.0,0.0
3.3303304,0.5,0.5,0.5,50.0,0.0
3.3368368,0.5,0.5,0.5,50.0,0.0
3.3433433,0.5,0.5,0.5,50.0,0.0
3.34985,0.5,0.5,0.5,50.0,0.0
3.3563564,0.5,0.5,0.5,50.0,0.0
3.3628628,0.5,0.5,0.5,50.0,0.0
3.3693693,0.5,0.5,0.5,50.0,0.0
3.375876,0.5,0.5,0.5,50.0,0.0
3.3823824,0.5,0.5,0.5,50.0,0.0
3.3888888,0.5,0.5,0.5,50.0,0.0
3.3953953,0.5,0.5,0.5,50.0,0.0
3.401902,0.5,0.5,0.5,50.0,0.0
3.4084084,0.5,0.5,0.5,50.0,0.0
3.4149148,0.5,0.5,0.5,50.0,0.0
3.4214215,0.5,0.5,0.5,50.0,0.0
3.427928,0.5,0.5,0.5,50.0,0.0
3.4344344,0.5,0.5,0.5,50.0,0.0
3.4409409,0.5,0.5,0.5,50.0,0.0
3.4474475,0.5,0.5,0.5,50.0,0.0
3.453954,0.5,0.5,0.5,50.0,0.0
3.4604604,0.5,0.5,0.5,50.0,0.0
3.4669669,0.5,0.5,0.5,50.0,0.0
3.4734735,0.5,0.5,0.5,50.0,0.0
3.47998,0.5,0.5,0.5,50.0,0.0
3.4864864,0.5,0.5,0.5,50.0,0.0
3.4929929,0.5,0.5,0.5,50.0,0.0
3.4994996,0.5,0.5,0.5,50.0,0.0
3.506006,0.5,0.5,0.5,50.0,0.0
3.5125124,0.5,0.5,0.5,50.0,0.0
3.5190191,0.5,0.5,0.5,50.0,0.0
3.5255256,0.5,0.5,0.5,50.0,0.0
3.532032,0.5,0.5,0.5,50.0,0.0
3.5385385,0.5,0.5,0.5,50.0,0.0
3.5450451,0.5,0.5,0.5,50.0,0.0
3.5515516,0.5,0.5,0.5,50.0,0.0
3.558058,0.5,0.5,0.5,50.0,0.0
3.5645645,0.5,0.5,0.5,50.0,0.0
3.5710711,0.5,0.5,0.5,50.0,0.0
3.5775776,0.5,0.5,0.5,50.0,0.0
3.584084,0.5,0.5,0.5,50.0,0.0
3.5905905,0.5,0.5,0.5,50.0,0.0
3.5970972,0.5,0.5,0.5,50.0,0.0
3.6036036,0.5,0.5,0.5,50.0,0.0
3.61011,0.5,0.5,0.5,50.0,0.0
3.6166167,0.5,0.5,0.5,50.0,0.0
3.6231232,0.5,0.5,0.5,50.0,0.0
3.6296296,0.5,0.5,0.5,50.0,0.0
3.636136,0.5,0.5,0.5,50.0,0.0
3.6426427,0.5,0.5,0.5,50.0,0.0
3.6491492,0.5,0.5,0.5,50.0,0.0
3.6556556,0.5,0.5,0.5,50.0,0.0
3.662162,0.5,0.5,0.5,50.0,0.0
3.6686687,0.5,0.5,0.5,50.0,0.0
3.6751752,0.5,0.5,0.5,50.0,0.0
3.6816816,0.5,0.5,0.5,50.0,0.0
3.688188,0.5,0.5,0.5,50.0,0.0
3.6946948,0.5,0.5,0.5,50.0,0.0
3.7012012,0.5,0.5,0.5,50.0,0.0
3.7077076,0.5,0.5,0.5,50.0,0.0
3.7142143,0.5,0.5,0.5,50.0,0.0
3.7207208,0.5,0.5,0.5,50.0,0.0
3.7272272,0.5,0.5,0.5,50.0,0.0
3.7337337,0.5,0.5,0.5,50.0,0.0
3.7402403,0.5,0.5,0.5,50.0,0.0
3.7467468,0.5,0.5,0.5,50.0,0.0
3.7532532,0.5,0.5,0.5,50.0,0.0
3.7597597,0.5,0.5,0.5,50.0,0.0
3.7662663,0.5,0.5,0.5,50.0,0.0
3.7727728,0.5,0.5,0.5,50.0,0.0
3.7792792,0.5,0.5,0.5,50.0,0.0
3.7857857,0.5,0.5,0.5,50.0,0.0
3.7922924,0.5,0.5,0.5,50.0,0.0
3.7987988,0.5,0.5,0.5,50.0,0.0
3.8053052,0.5,0.5,0.5,50.0,0.0
3.811812,0.5,0.5,0.5,50.0,0.0
3.8183184,0.5,0.5,0.5,50.0,0.0
3.8248248,0.5,0.5,0.5,50.0,0.0
3.8313313,0.5,0.5,0.5,50.0,0.0
3.837838,0.5,0.5,0.5,50.0,0.0
3.8443444,0.5,0.5,0.5,50.0,0.0
3.8508508,0.5,0.5,0.5,50.0,0.0
3.8573573,0.5,0.5,0.5,50.0,0.0
3.863864,0.5,0.5,0.5,50.0,0.0
3.8703704,0.5,0.5,0.5,50.0,0.0
3.8768768,0.5,0.5,0.5,50.0,0.0
3.8833833,0.5,0.5,0.5,50.0,0.0
3.88989,0.5,0.5,0.5,50.0,0.0
3.8963964,0.5,0.5,0.5,50.0,0.0
3.9029028,0.5,0.5,0.5,50.0,0.0
3.9094095,0.5,0.5,0.5,50.0,0.0
3.915916,0.5,0.5,0.5,50.0,0.0
3.9224224,0.5,0.5,0.5,50.0,0.0
3.9289289,0.5,0.5,0.5,50.0,0.0
3.9354355,0.5,0.5,0.5,50.0,0.0
3.941942,0.5,0.5,0.5,50.0,0.0
3.9484484,0.5,0.5,0.5,50.0,0.0
3.9549549,0.5,0.5,0.5,50.0,0.0
3.9614615,0.5,0.5,0.5,50.0,0.0
3.967968,0.5,0.5,0.5,50.0,0.0
