INR,VKORC1 G alleles,CYP2C9 1 alleles,CYP2C9 2 alleles,Age,Dose
2.0510511,1.0,0.5,0.5,50.0,12.0
2.0545545,1.0,0.5,0.5,50.0,12.0
2.058058,1.0,0.5,0.5,50.0,12.0
2.0615616,1.0,0.5,0.5,50.0,12.0
2.0650651,1.0,0.5,0.5,50.0,12.0
2.0685685,1.0,0.5,0.5,50.0,12.0
2.072072,1.0,0.5,0.5,50.0,12.0
2.0755756,1.0,0.5,0.5,50.0,12.0
2.0790792,1.0,0.5,0.5,50.0,12.0
2.0825825,1.0,0.5,0.5,50.0,12.0
2.086086,1.0,0.5,0.5,50.0,12.0
2.0895896,1.0,0.5,0.5,50.0,12.0
2.0930932,1.0,0.5,0.5,50.0,12.0
2.0965965,1.0,0.5,0.5,50.0,12.0
2.1001,1.0,0.5,0.5,50.0,12.0
2.1036036,1.0,0.5,0.5,50.0,12.0
2.1071072,1.0,0.5,0.5,50.0,12.0
2.1106107,1.0,0.5,0.5,50.0,12.0
2.114114,1.0,0.5,0.5,50.0,12.0
2.1176176,1.0,0.5,0.5,50.0,12.0
2.1211212,1.0,0.5,0.5,50.0,12.0
2.1246247,1.0,0.5,0.5,50.0,12.0
2.128128,1.0,0.5,0.5,50.0,12.0
2.1316316,1.0,0.5,0.5,50.0,9.0
2.1351352,1.0,0.5,0.5,50.0,9.0
2.1386387,1.0,0.5,0.5,50.0,9.0
2.142142,1.0,0.5,0.5,50.0,9.0
2.1456456,1.0,0.5,0.5,50.0,9.0
2.1491492,1.0,0.5,0.5,50.0,9.0
2.1526527,1.0,0.5,0.5,50.0,9.0
2.156156,1.0,0.5,0.5,50.0,9.0
2.1596596,1.0,0.5,0.5,50.0,9.0
2.1631632,1.0,0.5,0.5,50.0,9.0
2.1666667,1.0,0.5,0.5,50.0,9.0
2.17017,1.0,0.5,0.5,50.0,9.0
2.1736736,1.0,0.5,0.5,50.0,9.0
2.1771772,1.0,0.5,0.5,50.0,9.0
2.1806808,1.0,0.5,0.5,50.0,9.0
2.184184,1.0,0.5,0.5,50.0,9.0
2.1876876,1.0,0.5,0.5,50.0,9.0
2.1911912,1.0,0.5,0.5,50.0,9.0
2.1946948,1.0,0.5,0.5,50.0,9.0
2.198198,1.0,0.5,0.5,50.0,9.0
2.2017016,1.0,0.5,0.5,50.0,9.0
2.2052052,1.0,0.5,0.5,50.0,9.0
2.2087088,1.0,0.5,0.5,50.0,9.0
2.2122123,1.0,0.5,0.5,50.0,9.0
2.2157156,1.0,0.5,0.5,50.0,9.0
2.2192192,1.0,0.5,0.5,50.0,9.0
2.2227228,1.0,0.5,0.5,50.0,9.0
2.2262263,1.0,0.5,0.5,50.0,9.0
2.2297297,1.0,0.5,0.5,50.0,9.0
2.2332332,1.0,0.5,0.5,50.0,9.0
2.2367368,1.0,0.5,0.5,50.0,9.0
2.2402403,1.0,0.5,0.5,50.0,9.0
2.2437437,1.0,0.5,0.5,50.0,9.0
2.2472472,1.0,0.5,0.5,50.0,9.0
2.2507508,1.0,0.5,0.5,50.0,9.0
2.2542543,1.0,0.5,0.5,50.0,9.0
2.2577577,1.0,0.5,0.5,50.0,9.0
2.2612612,1.0,0.5,0.5,50.0,9.0
2.2647648,1.0,0.5,0.5,50.0,9.0
2.2682683,1.0,0.5,0.5,50.0,9.0
2.2717717,1.0,0.5,0.5,50.0,9.0
2.2752752,1.0,0.5,0.5,50.0,9.0
2.2787788,1.0,0.5,0.5,50.0,9.0
2.2822824,1.0,0.5,0.5,50.0,9.0
2.2857857,1.0,0.5,0.5,50.0,9.0
2.2892892,1.0,0.5,0.5,50.0,9.0
2.2927928,1.0,0.5,0.5,50.0,9.0
2.2962964,1.0,0.5,0.5,50.0,9.0
2.2997997,1.0,0.5,0.5,50.0,9.0
2.3033032,1.0,0.5,0.5,50.0,9.0
2.3068068,1.0,0.5,0.5,50.0,9.0
2.3103104,1.0,0.5,0.5,50.0,9.0
2.313814,1.0,0.5,0.5,50.0,9.0
2.3173172,1.0,0.5,0.5,50.0,9.0
2.3208208,1.0,0.5,0.5,50.0,9.0
2.3243244,1.0,0.5,0.5,50.0,9.0
2.327828,1.0,0.5,0.5,50.0,9.0
2.3313313,1.0,0.5,0.5,50.0,9.0
2.3348348,1.0,0.5,0.5,50.0,9.0
2.3383384,1.0,0.5,0.5,50.0,9.0
2.341842,1.0,0.5,0.5,50.0,9.0
2.3453453,1.0,0.5,0.5,50.0,9.0
2.3488488,1.0,0.5,0.5,50.0,9.0
2.3523524,1.0,0.5,0.5,50.0,9.0
2.355856,1.0,0.5,0.5,50.0,9.0
2.3593593,1.0,0.5,0.5,50.0,9.0
2.3628628,1.0,0.5,0.5,50.0,9.0
2.3663664,1.0,0.5,0.5,50.0,9.0
2.36987,1.0,0.5,0.5,50.0,9.0
2.3733733,1.0,0.5,0.5,50.0,9.0
2.3768768,1.0,0.5,0.5,50.0,9.0
2.3803804,1.0,0.5,0.5,50.0,9.0
2.383884,1.0,0.5,0.5,50.0,9.0
2.3873873,1.0,0.5,0.5,50.0,9.0
2.3908908,1.0,0.5,0.5,50.0,9.0
2.3943944,1.0,0.5,0.5,50.0,9.0
2.397898,1.0,0.5,0.5,50.0,9.0
2.4014015,1.0,0.5,0.5,50.0,9.0
2.4049048,1.0,0.5,0.5,50.0,9.0
2.4084084,1.0,0.5,0.5,50.0,9.0
2.411912,1.0,0.5,0.5,50.0,9.0
2.4154155,1.0,0.5,0.5,50.0,9.0
2.4189188,1.0,0.5,0.5,50.0,9.0
2.4224224,1.0,0.5,0.5,50.0,9.0
2.425926,1.0,0.5,0.5,50.0,9.0
2.4294295,1.0,0.5,0.5,50.0,9.0
2.4329329,1.0,0.5,0.5,50.0,9.0
2.4364364,1.0,0.5,0.5,50.0,9.0
2.43994,1.0,0.5,0.5,50.0,9.0
2.4434435,1.0,0.5,0.5,50.0,9.0
2.4469469,1.0,0.5,0.5,50.0,9.0
2.4504504,1.0,0.5,0.5,50.0,9.0
2.453954,1.0,0.5,0.5,50.0,9.0
2.4574575,1.0,0.5,0.5,50.0,9.0
2.4609609,1.0,0.5,0.5,50.0,9.0
2.4644644,1.0,0.5,0.5,50.0,9.0
2.467968,1.0,0.5,0.5,50.0,9.0
2.4714715,1.0,0.5,0.5,50.0,9.0
2.4749749,1.0,0.5,0.5,50.0,9.0
2.4784784,1.0,0.5,0.5,50.0,9.0
2.481982,1.0,0.5,0.5,50.0,9.0
2.4854856,1.0,0.5,0.5,50.0,9.0
2.4889889,1.0,0.5,0.5,50.0,9.0
2.4924924,1.0,0.5,0.5,50.0,9.0
2.495996,1.0,0.5,0.5,50.0,9.0
2.4994996,1.0,0.5,0.5,50.0,9.0
2.5030031,1.0,0.5,0.5,50.0,9.0
2.5065064,1.0,0.5,0.5,50.0,9.0
2.51001,1.0,0.5,0.5,50.0,9.0
2.5135136,1.0,0.5,0.5,50.0,9.0
2.5170171,1.0,0.5,0.5,50.0,9.0
2.5205204,1.0,0.5,0.5,50.0,9.0
2.524024,1.0,0.5,0.5,50.0,9.0
2.5275276,1.0,0.5,0.5,50.0,9.0
2.5310311,1.0,0.5,0.5,50.0,9.0
2.5345345,1.0,0.5,0.5,50.0,9.0
2.538038,1.0,0.5,0.5,50.0,9.0
2.5415416,1.0,0.5,0.5,50.0,9.0
2.5450451,1.0,0.5,0.5,50.0,9.0
2.5485485,1.0,0.5,0.5,50.0,9.0
2.552052,1.0,0.5,0.5,50.0,9.0
2.5555556,1.0,0.5,0.5,50.0,9.0
2.5590591,1.0,0.5,0.5,50.0,9.0
2.5625625,1.0,0.5,0.5,50.0,9.0
2.566066,1.0,0.5,0.5,50.0,9.0
2.5695696,1.0,0.5,0.5,50.0,9.0
2.5730731,1.0,0.5,0.5,50.0,9.0
2.5765765,1.0,0.5,0.5,50.0,9.0
2.58008,1.0,0.5,0.5,50.0,9.0
2.5835836,1.0,0.5,0.5,50.0,9.0
2.5870872,1.0,0.5,0.5,50.0,9.0
2.5905905,1.0,0.5,0.5,50.0,9.0
2.594094,1.0,0.5,0.5,50.0,9.0
2.5975976,1.0,0.5,0.5,50.0,9.0
2.6011012,1.0,0.5,0.5,50.0,9.0
2.6046047,1.0,0.5,0.5,50.0,9.0
2.608108,1.0,0.5,0.5,50.0,9.0
2.6116116,1.0,0.5,0.5,50.0,9.0
2.6151152,1.0,0.5,0.5,50.0,9.0
2.6186187,1.0,0.5,0.5,50.0,9.0
2.622122,1.0,0.5,0.5,50.0,9.0
2.6256256,1.0,0.5,0.5,50.0,9.0
2.6291292,1.0,0.5,0.5,50.0,9.0
2.6326327,1.0,0.5,0.5,50.0,9.0
2.636136,1.0,0.5,0.5,50.0,9.0
2.6396396,1.0,0.5,0.5,50.0,9.0
2.6431432,1.0,0.5,0.5,50.0,9.0
2.6466467,1.0,0.5,0.5,50.0,9.0
2.65015,1.0,0.5,0.5,50.0,9.0
2.6536536,1.0,0.5,0.5,50.0,9.0
2.6571572,1.0,0.5,0.5,50.0,9.0
2.6606607,1.0,0.5,0.5,50.0,9.0
2.664164,1.0,0.5,0.5,50.0,9.0
2.6676676,1.0,0.5,0.5,50.0,9.0
2.6711712,1.0,0.5,0.5,50.0,9.0
2.6746747,1.0,0.5,0.5,50.0,9.0
2.678178,1.0,0.5,0.5,50.0,9.0
2.6816816,1.0,0.5,0.5,50.0,9.0
2.6851852,1.0,0.5,0.5,50.0,9.0
2.6886888,1.0,0.5,0.5,50.0,9.0
2.692192,1.0,0.5,0.5,50.0,9.0
2.6956956,1.0,0.5,0.5,50.0,9.0
2.6991992,1.0,0.5,0.5,50.0,9.0
2.7027028,1.0,0.5,0.5,50.0,9.0
2.7062063,1.0,0.5,0.5,50.0,9.0
2.7097096,1.0,0.5,0.5,50.0,9.0
2.7132132,1.0,0.5,0.5,50.0,9.0
2.7167168,1.0,0.5,0.5,50.0,9.0
2.7202203,1.0,0.5,0.5,50.0,9.0
2.7237236,1.0,0.5,0.5,50.0,9.0
2.7272272,1.0,0.5,0.5,50.0,9.0
2.7307308,1.0,0.5,0.5,50.0,9.0
2.7342343,1.0,0.5,0.5,50.0,9.0
2.7377377,1.0,0.5,0.5,50.0,9.0
2.7412412,1.0,0.5,0.5,50.0,9.0
2.7447448,1.0,0.5,0.5,50.0,9.0
2.7482483,1.0,0.5,0.5,50.0,9.0
2.7517517,1.0,0.5,0.5,50.0,9.0
2.7552552,1.0,0.5,0.5,50.0,9.0
2.7587588,1.0,0.5,0.5,50.0,9.0
2.7622623,1.0,0.5,0.5,50.0,9.0
2.7657657,1.0,0.5,0.5,50.0,9.0
2.7692692,1.0,0.5,0.5,50.0,9.0
2.7727728,1.0,0.5,0.5,50.0,9.0
2.7762764,1.0,0.5,0.5,50.0,9.0
2.7797797,1.0,0.5,0.5,50.0,9.0
2.7832832,1.0,0.5,0.5,50.0,9.0
2.7867868,1.0,0.5,0.5,50.0,9.0
2.7902904,1.0,0.5,0.5,50.0,9.0
2.7937937,1.0,0.5,0.5,50.0,9.0
2.7972972,1.0,0.5,0.5,50.0,9.0
2.8008008,1.0,0.5,0.5,50.0,9.0
2.8043044,1.0,0.5,0.5,50.0,9.0
2.807808,1.0,0.5,0.5,50.0,9.0
2.8113112,1.0,0.5,0.5,50.0,9.0
2.8148148,1.0,0.5,0.5,50.0,9.0
2.8183184,1.0,0.5,0.5,50.0,9.0
2.821822,1.0,0.5,0.5,50.0,9.0
2.8253253,1.0,0.5,0.5,50.0,9.0
2.8288288,1.0,0.5,0.5,50.0,9.0
2.8323324,1.0,0.5,0.5,50.0,9.0
2.835836,1.0,0.5,0.5,50.0,9.0
2.8393393,1.0,0.5,0.5,50.0,9.0
2.8428428,1.0,0.5,0.5,50.0,9.0
2.8463464,1.0,0.5,0.5,50.0,9.0
2.84985,1.0,0.5,0.5,50.0,9.0
2.8533533,1.0,0.5,0.5,50.0,9.0
2.8568568,1.0,0.5,0.5,50.0,9.0
2.8603604,1.0,0.5,0.5,50.0,9.0
2.863864,1.0,0.5,0.5,50.0,9.0
2.8673673,1.0,0.5,0.5,50.0,9.0
2.8708708,1.0,0.5,0.5,50.0,9.0
2.8743744,1.0,0.5,0.5,50.0,9.0
2.877878,1.0,0.5,0.5,50.0,9.0
