INR,VKORC1 G alleles,VKORC1 A alleles,CYP2C9 1 alleles,CYP2C9 2 alleles,CYP2C9 3 alleles,Age,Dose
0.8873874,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.8918919,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.8963964,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9009009,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9054054,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9099099,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9144144,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9189189,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9234234,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9279279,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9324324,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9369369,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9414414,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9459459,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9504505,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.954955,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9594595,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.963964,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9684685,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.972973,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9774775,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.981982,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9864865,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.990991,1.0,0.0,1.0,0.0,0.0,71.0,11.5
0.9954955,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0045046,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.009009,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0135136,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.018018,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0225226,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.027027,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0315316,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.036036,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0405406,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.045045,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0495496,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.054054,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0585586,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.063063,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0675676,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.072072,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0765766,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.081081,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0855856,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.09009,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.0945946,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.099099,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1036036,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1081082,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1126126,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1171172,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1216216,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1261262,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1306306,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1351352,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1396396,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1441442,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1486486,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1531532,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1576576,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1621622,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1666666,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1711712,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1756756,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1801802,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1846846,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1891892,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1936936,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.1981982,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2027028,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2072072,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2117118,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2162162,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2207208,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2252252,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2297298,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2342342,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2387388,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2432432,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2477478,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2522522,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2567568,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2612612,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2657658,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2702702,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2747748,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2792792,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2837838,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2882882,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2927928,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.2972972,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3018018,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3063064,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3108108,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3153154,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3198198,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3243244,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3288288,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3333334,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3378378,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3423424,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3468468,1.0,0.0,1.0,0.0,0.0,71.0,11.5
1.3513514,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3558558,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3603604,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3648648,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3693694,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3738738,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3783784,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3828828,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3873874,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3918918,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.3963964,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.400901,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4054054,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.40991,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4144144,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.418919,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4234234,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.427928,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4324324,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.436937,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4414414,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.445946,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4504504,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.454955,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4594594,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.463964,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4684684,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.472973,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4774774,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.481982,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4864864,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.490991,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.4954954,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5045046,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.509009,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5135136,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.518018,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5225226,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.527027,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5315316,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.536036,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5405406,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.545045,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5495496,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.554054,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5585586,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.563063,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5675676,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.572072,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5765766,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.581081,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5855856,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.59009,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.5945946,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.599099,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6036036,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6081082,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6126126,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6171172,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6216216,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6261262,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6306306,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6351352,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6396396,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6441442,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6486486,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6531532,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6576576,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6621622,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6666666,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6711712,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6756756,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6801802,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6846846,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6891892,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6936936,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.6981982,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7027028,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7072072,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7117118,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7162162,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7207208,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7252252,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7297298,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7342342,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7387388,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7432432,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7477478,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7522522,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7567568,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7612612,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7657658,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7702702,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7747748,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7792792,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7837838,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7882882,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7927928,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.7972972,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8018018,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8063064,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8108108,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8153154,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8198198,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8243244,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8288288,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8333334,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8378378,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8423424,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8468468,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8513514,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8558558,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8603604,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8648648,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8693694,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8738738,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8783784,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8828828,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8873874,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8918918,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.8963964,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.900901,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9054054,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.90991,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9144144,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.918919,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9234234,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.927928,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9324324,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.936937,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9414414,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.945946,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.9504504,1.0,0.0,1.0,0.0,0.0,71.0,10.5
1.954955,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9594594,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.963964,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9684684,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.972973,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9774774,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.981982,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9864864,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.990991,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9954954,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0045044,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0090091,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0135136,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.018018,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0225224,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0270271,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0315316,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.036036,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0405405,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0450451,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0495496,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.054054,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0585585,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0630631,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0675676,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.072072,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0765765,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0810812,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0855856,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.09009,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0945945,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0990992,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1036036,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.108108,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1126127,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1171172,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1216216,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.126126,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1306307,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1351352,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1396396,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.144144,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1486487,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1531532,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1576576,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.162162,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1666667,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1711712,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1756756,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.18018,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1846848,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1891892,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1936936,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.198198,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2027028,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2072072,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2117116,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2162163,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2207208,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2252252,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2297297,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2342343,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2387388,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2432432,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2477477,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2522523,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2567568,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2612612,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2657657,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2702703,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2747748,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2792792,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2837837,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2882884,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2927928,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2972972,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.301802,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3063064,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3108108,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3153152,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.31982,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3243244,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3288288,1.0,0.0,1.0,0.0,0.0,71.0,6.0
